asset,item_id,image_index,target_count,tpsscs_auc,comparator_auc,comparator,delta_auc
simMed_test.mat,simMed_test.mat#126,126,26,0.5182255203795196,0.4608265299343957,low_rank_residual_k30,0.05739899044512392
simMed_test.mat,simMed_test.mat#127,127,33,0.6061929855628675,0.48521196278792145,low_rank_residual_k30,0.12098102277494605
simMed_test.mat,simMed_test.mat#13,13,17,0.6096375486494382,0.5069206736031671,low_rank_residual_k30,0.10271687504627114
simMed_test.mat,simMed_test.mat#14,14,30,0.5914309716978152,0.5144158187627154,low_rank_residual_k30,0.07701515293509986
simMed_test.mat,simMed_test.mat#15,15,43,0.5067136428254682,0.4875111524788041,low_rank_residual_k30,0.019202490346664047
simMed_test.mat,simMed_test.mat#16,16,23,0.5013263040742225,0.414369782335092,low_rank_residual_k30,0.08695652173913054
simMed_test.mat,simMed_test.mat#17,17,29,0.4758472625784161,0.372398986716347,low_rank_residual_k30,0.10344827586206906
simMed_test.mat,simMed_test.mat#18,18,52,0.6004695947928606,0.4681167380862035,low_rank_residual_k30,0.13235285670665703
simMed_test.mat,simMed_test.mat#19,19,24,0.516748732048931,0.47508206538226444,low_rank_residual_k30,0.041666666666666574
simMed_test.mat,simMed_test.mat#20,20,24,0.3808554248555907,0.29752209152225734,low_rank_residual_k30,0.08333333333333337
simMed_test.mat,simMed_test.mat#21,21,17,0.6978728427670853,0.5214022545317912,low_rank_residual_k30,0.17647058823529405
simMed_test.mat,simMed_test.mat#22,22,52,0.5636839497456821,0.4971095505559493,low_rank_residual_k30,0.06657439918973285
simMed_test.mat,simMed_test.mat#23,23,55,0.4652410410230763,0.4411372758429572,low_rank_residual_k30,0.024103765180119086
simMed_test.mat,simMed_test.mat#24,24,37,0.5346232538667123,0.4829245094760832,low_rank_residual_k30,0.0516987443906291
